335.476,257.464,0,0,0.5,0,0
334.477,254.47,0,0,0.5,0,0
337.473,250.478,0,0,0.5,0,0
340.468,249.48,0,0,0.5,0,0
337.473,255.468,0,0,0.5,0,0
331.482,249.48,0,-2.98023e-08,0.5,0,0
333.479,243.493,0,0,0.5,0,0
340.468,240.499,0,-2.98023e-08,0.5,0,0
288.549,192.599,-0.0707108,-0.0612373,0.435355,0,0
243.619,156.674,-0.141422,-0.122475,0.47071,0,0
295.538,124.74,-0.0707111,-0.183712,0.506065,0,0
383.401,123.742,0.0707103,-0.183712,0.506065,0,0
434.321,154.678,0.141421,-0.122475,0.47071,0,0
494.228,190.603,0.212132,-0.0612377,0.435355,0,0
561.123,232.516,0.282843,-4.76837e-07,0.4,0,0
593.073,188.607,0.353553,-0.0612379,0.435355,0,0
281.56,292.391,-0.0707106,0.0612374,0.464645,0,0
223.651,342.287,-0.141421,0.122475,0.42929,0,0
154.758,399.168,-0.212132,0.183712,0.393934,0,0
114.821,342.287,-0.282843,0.122475,0.42929,0,0
80.8736,292.391,-0.353553,0.0612375,0.464645,0,0
374.415,212.557,0.0707106,-0.0612374,0.535355,0,0
416.349,171.642,0.141421,-0.122475,0.57071,0,0
